ID,Name,From,To,Height,Weight,Birth Date,Age,Nationality,Position,Shoots,College,Experience,Draft Year,Draft Round,Draft Pick,Draft Team,URL
4504,Stevin Smith,1996-97,1996-97,188.0,94.0,1972-01-24,54.0,Texas,Shooting Guard,Right,Arizona State,1,,,,,s/smithst02.html
4505,Terquavion Smith,2023-24,2023-24,193.0,72.0,2002-12-31,23.0,North Carolina,Point Guard,Right,NC State,1,,,,,s/smithte01.html
4506,Theron Smith,2003-04,2004-05,203.0,102.0,1980-10-03,45.0,Florida,Small Forward,Right,Ball State University,2,,,,,s/smithth01.html
4507,Tolu Smith,2024-25,2025-26,211.0,115.0,2000-07-26,25.0,Mississippi,Power Forward,Right,Western Kentucky,2,,,,,s/smithto05.html
4508,Tony Smith,1990-91,2000-01,190.0,83.0,1968-06-14,58.0,Wisconsin,Shooting Guard and Point Guard,Right,Marquette,9,1990.0,2.0,24.0,Los Angeles Lakers,s/smithto02.html
4509,Tyler Smith,2024-25,2025-26,206.0,101.0,2004-11-02,21.0,Louisiana,Power Forward,Left,,2,2024.0,2.0,3.0,Milwaukee Bucks,s/smithty02.html
4510,Willie Smith,1976-77,1979-80,188.0,77.0,1953-10-26,72.0,Nevada,Point Guard,Left,Missouri,4,1976.0,2.0,1.0,Chicago Bulls,s/smithwi02.html
4511,Zhaire Smith,2018-19,2019-20,190.0,92.0,1999-06-04,27.0,Texas,Shooting Guard and Small Forward,Right,Texas Tech,2,2018.0,1.0,16.0,Phoenix Suns,s/smithzh01.html
4512,Rik Smits,1988-89,1999-00,224.0,113.0,1966-08-23,59.0,Netherlands,Center,Right,Marist College,12,1988.0,1.0,2.0,Indiana Pacers,s/smitsri01.html
4513,Mike Smrek,1985-86,1991-92,213.0,113.0,1962-08-31,63.0,Ontario,Center and Power Forward,Right,Canisius,7,1985.0,2.0,1.0,Portland Trail Blazers,s/smrekmi01.html
4514,Joe Smyth,1953-54,1953-54,190.0,97.0,1929-05-22,97.0,New York,Small Forward,Right,Niagara University,1,1953.0,6.0,,New York Knicks,s/smythjo01.html
4515,Xavier Sneed,2021-22,2022-23,196.0,97.0,1997-12-21,28.0,Missouri,Small Forward,Right,Kansas State,2,,,,,s/sneedxa01.html
4516,Tony Snell,2013-14,2021-22,198.0,96.0,1991-11-10,34.0,California,Shooting Guard and Small Forward,Right,New Mexico,9,2013.0,1.0,20.0,Chicago Bulls,s/snellto01.html
4517,Eric Snow,1995-96,2007-08,190.0,86.0,1973-04-24,53.0,Ohio,Point Guard and Shooting Guard,Right,Michigan State,13,1995.0,2.0,14.0,Milwaukee Bucks,s/snower01.html
4518,Dick Snyder,1966-67,1978-79,196.0,93.0,1944-02-01,82.0,Ohio,Shooting Guard and Small Forward,Right,Davidson,13,1966.0,2.0,4.0,St. Louis Hawks,s/snydedi01.html
4519,Kirk Snyder,2004-05,2007-08,198.0,102.0,1983-06-05,43.0,California,"Small Forward, Shooting Guard, and Power Forward",Right,Nevada,4,2004.0,1.0,16.0,Utah Jazz,s/snydeki01.html
4520,Chips Sobek,1949-50,1949-50,183.0,81.0,1920-02-10,106.0,Indiana,Guard/Forward,Right,Notre Dame,1,,,,,s/sobekch01.html
4521,Ricky Sobers,1975-76,1985-86,190.0,89.0,1953-01-15,73.0,New York,Shooting Guard and Point Guard,Right,UNLV,11,1975.0,1.0,16.0,Phoenix Suns,s/soberri01.html
4522,Ron Sobie,1956-57,1959-60,190.0,83.0,1934-09-21,91.0,Illinois,Point Guard and Shooting Guard,Right,DePaul,4,1956.0,1.0,7.0,Fort Wayne Pistons,s/sobiero01.html
4523,Jeremy Sochan,2022-23,2025-26,203.0,104.0,2003-05-20,23.0,Oklahoma,Power Forward,Right,Baylor,4,2022.0,1.0,9.0,San Antonio Spurs,s/sochaje01.html
4524,Mike Sojourner,1974-75,1976-77,206.0,102.0,1953-10-16,72.0,Pennsylvania,Center and Power Forward,Right,Utah,3,1974.0,1.0,10.0,Atlanta Hawks,s/sojoumi01.html
4526,Will Solomon,2001-02,2008-09,185.0,83.0,1978-07-20,47.0,Connecticut,Point Guard and Shooting Guard,Right,Clemson,2,2001.0,2.0,4.0,Memphis Grizzlies,s/solomwi01.html
4527,Willie Somerset,1965-66,1965-66,173.0,77.0,1942-03-17,84.0,Pennsylvania,Point Guard,Right,Duquesne,1,1965.0,7.0,3.0,Baltimore Bullets,s/somerwi01.html
4528,Darius Songaila,2003-04,2010-11,206.0,112.0,1978-02-14,48.0,Lithuania,Center and Power Forward,Right,Wake Forest,8,2002.0,2.0,21.0,Boston Celtics,s/songada01.html
4529,Dave Sorenson,1970-71,1972-73,203.0,102.0,1948-07-08,78.0,Ohio,Power Forward,Right,Ohio State,3,1970.0,2.0,9.0,Cleveland Cavaliers,s/sorenda01.html
4530,James Southerland,2013-14,2013-14,203.0,97.0,1990-04-28,36.0,New York,Small Forward,Right,Syracuse,1,,,,,s/southja01.html
4532,Pape Sow,2004-05,2006-07,208.0,113.0,1981-11-22,44.0,Senegal,Center,Right,Cal State Fullerton,3,2004.0,2.0,18.0,Miami Heat,s/sowpa01.html
4534,Ray Spalding,2018-19,2020-21,208.0,97.0,1997-03-11,29.0,Kentucky,Power Forward and Center,Right,Louisville,2,2018.0,2.0,26.0,Philadelphia 76ers,s/spaldra01.html
4535,Jim Spanarkel,1979-80,1983-84,196.0,86.0,1957-06-28,69.0,New Jersey,Shooting Guard and Small Forward,Right,Duke,5,1979.0,1.0,16.0,Philadelphia 76ers,s/spanaji01.html
4536,Vassilis Spanoulis,2006-07,2006-07,193.0,88.0,1982-08-07,43.0,Greece,Shooting Guard,Right,,1,2004.0,2.0,21.0,Dallas Mavericks,s/spanova01.html
4538,Guy Sparrow,1957-58,1959-60,198.0,98.0,1932-11-02,93.0,Michigan,Power Forward and Small Forward,Right,Detroit Mercy,3,1955.0,3.0,5.0,New York Knicks,s/sparrgu01.html
4539,Rory Sparrow,1980-81,1991-92,188.0,79.0,1958-06-12,68.0,Virginia,Point Guard,Right,Villanova,12,1980.0,4.0,6.0,New Jersey Nets,s/sparrro01.html
4540,Odie Spears,1949-50,1956-57,196.0,92.0,1924-06-17,102.0,Kentucky,Small Forward,Right,Western Kentucky,7,1948.0,4.0,,Chicago Stags,s/spearod01.html
4541,Art Spector,1949-50,1949-50,193.0,90.0,1918-10-17,107.0,New Jersey,Forward,Right,Villanova,1,,,,,s/spectar01.html
4542,Marreese Speights,2008-09,2017-18,208.0,115.0,1987-08-04,38.0,Florida,Center and Power Forward,Right,Florida,10,2008.0,1.0,16.0,Philadelphia 76ers,s/speigma01.html
4543,Omari Spellman,2018-19,2019-20,203.0,111.0,1997-07-21,28.0,Ohio,Center and Power Forward,Right,Villanova,2,2018.0,1.0,30.0,Atlanta Hawks,s/spellom01.html
4544,Andre Spencer,1992-93,1993-94,198.0,95.0,1964-07-20,61.0,California,Small Forward,Right,Northern Arizona University,2,,,,,s/spencan01.html
4545,Cam Spencer,2024-25,2025-26,190.0,92.0,2000-04-06,26.0,Maryland,Shooting Guard,Right,Loyola (MD),2,2024.0,2.0,23.0,Detroit Pistons,s/spencca01.html
4546,Elmore Spencer,1992-93,1996-97,213.0,122.0,1969-12-06,56.0,Georgia,Center,Left,Georgia,5,1992.0,1.0,25.0,Los Angeles Clippers,s/spencel01.html
4547,Felton Spencer,1990-91,2001-02,213.0,120.0,1968-01-15,58.0,Kentucky,Center,Right,Louisville,12,1990.0,1.0,6.0,Minnesota Timberwolves,s/spencfe01.html
4548,Pat Spencer,2023-24,2025-26,188.0,92.0,1996-07-04,30.0,Maryland,Point Guard,Right,Loyola (MD),3,,,,,s/spencpa01.html
4550,Craig Spitzer,1967-68,1967-68,213.0,102.0,1945-12-18,80.0,United States,Center,Right,Tulane,1,,,,,s/spitzcr01.html
4551,Tiago Splitter,2010-11,2016-17,211.0,111.0,1985-01-01,41.0,Brazil,Center and Power Forward,Right,,7,2007.0,1.0,28.0,San Antonio Spurs,s/splitti01.html
4552,Art Spoelstra,1954-55,1957-58,206.0,99.0,1932-09-11,93.0,Michigan,Center,Right,Western Kentucky,4,1954.0,4.0,7.0,Rochester Royals,s/spoelar01.html
4554,Latrell Sprewell,1992-93,2004-05,196.0,86.0,1970-09-08,55.0,Wisconsin,Small Forward and Shooting Guard,Right,Three Rivers Community College,13,1992.0,1.0,24.0,Golden State Warriors,s/sprewla01.html
4555,Larry Spriggs,1981-82,1985-86,201.0,104.0,1959-09-08,66.0,Maryland,Small Forward and Power Forward,Left,Howard University,5,1981.0,4.0,12.0,Houston Rockets,s/sprigla01.html
4556,Jaden Springer,2021-22,2024-25,193.0,91.0,2002-09-25,23.0,North Carolina,Shooting Guard and Point Guard,Right,Tennessee,4,2021.0,1.0,28.0,Philadelphia 76ers,s/sprinja01.html
4559,Ryan Stack,1998-99,1999-00,211.0,97.0,1975-07-24,50.0,Tennessee,Power Forward,Right,South Carolina,2,1998.0,2.0,19.0,Cleveland Cavaliers,s/stackry01.html
4560,Jerry Stackhouse,1995-96,2012-13,198.0,98.0,1974-11-05,51.0,North Carolina,Shooting Guard and Small Forward,Right,UNC,18,1995.0,1.0,3.0,Philadelphia 76ers,s/stackje01.html
4561,Kevin Stacom,1974-75,1981-82,190.0,83.0,1951-09-04,74.0,New York,Shooting Guard,Right,Holy Cross,6,1973.0,2.0,6.0,Chicago Bulls,s/stacoke01.html
4563,Bud Stallworth,1972-73,1976-77,196.0,86.0,1950-01-18,76.0,Alabama,Small Forward,Right,Kansas,5,1972.0,1.0,7.0,Seattle SuperSonics,s/stallbu01.html
4564,Dave Stallworth,1965-66,1974-75,201.0,90.0,1941-12-20,84.0,Texas,Small Forward,Right,Wichita State,8,1965.0,1.0,5.0,New York Knicks,s/stallda01.html
4565,Ed Stanczak,1949-50,1950-51,185.0,83.0,1921-08-15,104.0,Indiana,Forward,Right,,2,,,,,s/stanced01.html
4566,Cassius Stanley,2020-21,2021-22,196.0,86.0,1999-08-18,26.0,California,Shooting Guard,Right,Duke,2,2020.0,2.0,24.0,Indiana Pacers,s/stanlca01.html
4567,Terence Stansbury,1984-85,1986-87,196.0,77.0,1961-02-27,65.0,Delaware,Shooting Guard,Right,Temple,3,1984.0,1.0,15.0,Dallas Mavericks,s/stanste01.html
4568,John Starks,1988-89,2001-02,196.0,81.0,1965-08-10,60.0,Oklahoma,Shooting Guard,Right,Northern Oklahoma College,13,,,,,s/starkjo01.html
4569,Keith Starr,1976-77,1976-77,198.0,86.0,1954-03-14,72.0,Pennsylvania,Shooting Guard,Right,Pitt,1,1976.0,4.0,1.0,Chicago Bulls,s/starrke01.html
4570,Nik Stauskas,2014-15,2021-22,198.0,92.0,1993-10-07,32.0,Ontario,Shooting Guard,Right,Michigan,6,2014.0,1.0,8.0,Sacramento Kings,s/stausni01.html
4571,Larry Staverman,1958-59,1963-64,201.0,92.0,1936-10-11,89.0,Ohio,Power Forward,Right,Thomas More College,5,1958.0,9.0,2.0,Cincinnati Royals,s/stavela01.html
4572,Larry Steele,1971-72,1979-80,196.0,81.0,1949-05-05,77.0,Indiana,Shooting Guard and Small Forward,Right,Kentucky,9,1971.0,3.0,2.0,Portland Trail Blazers,s/steella01.html
4573,Matt Steigenga,1996-97,1996-97,201.0,102.0,1970-03-27,56.0,Michigan,Small Forward,Right,Michigan State,1,1992.0,2.0,25.0,Chicago Bulls,s/steigma01.html
4574,Vladimir Stepania,1998-99,2003-04,213.0,107.0,1976-05-08,50.0,Georgia,Center,Right,,6,1998.0,1.0,27.0,Seattle SuperSonics,s/stepavl01.html
4575,D.J. Stephens,2013-14,2018-19,196.0,85.0,1990-12-19,35.0,Texas,Shooting Guard,Right,Memphis,2,,,,,s/stephdj01.html
4576,Everette Stephens,1988-89,1990-91,188.0,79.0,1966-10-21,59.0,Illinois,Point Guard,Right,Purdue,2,1988.0,2.0,6.0,Philadelphia 76ers,s/stephev01.html
4577,Jack Stephens,1955-56,1955-56,190.0,83.0,1933-05-18,93.0,United States,Shooting Guard,Right,Notre Dame,1,1955.0,2.0,1.0,St. Louis Hawks,s/stephja01.html
4578,Joe Stephens,1996-97,1999-00,201.0,95.0,1973-01-28,53.0,California,Small Forward and Power Forward,Right,Colorado,3,,,,,s/stephjo01.html
4579,Lance Stephenson,2010-11,2021-22,198.0,104.0,1990-09-05,35.0,New York,"Shooting Guard, Small Forward, and Point Guard",Right,Cincinnati,10,2010.0,2.0,10.0,Indiana Pacers,s/stephla01.html
4580,Alex Stepheson,2015-16,2015-16,208.0,122.0,1987-08-07,38.0,California,Power Forward,Right,UNC,1,,,,,s/stephal01.html
4581,Brook Steppe,1982-83,1988-89,196.0,88.0,1959-11-07,66.0,North Carolina,Shooting Guard and Point Guard,Right,Georgia Tech,5,1982.0,1.0,17.0,Kansas City Kings,s/steppbr01.html
4582,Barry Stevens,1992-93,1992-93,196.0,88.0,1963-01-17,63.0,Michigan,Small Forward,Right,Iowa State,1,1985.0,2.0,19.0,Denver Nuggets,s/steveba01.html
4583,Isaiah Stevens,2024-25,2025-26,180.0,83.0,2000-11-01,25.0,Texas,Point Guard,Right,Colorado State,2,,,,,s/steveis01.html
4584,Lamar Stevens,2020-21,2024-25,201.0,104.0,1997-07-09,29.0,Pennsylvania,Power Forward and Small Forward,Right,Penn State,5,,,,,s/stevela01.html
4585,Wayne Stevens,1959-60,1959-60,190.0,83.0,1936-06-19,90.0,Ohio,Forward,Right,Cincinnati,1,1958.0,7.0,2.0,Cincinnati Royals,s/stevewa01.html
4586,DeShawn Stevenson,2000-01,2012-13,196.0,95.0,1981-04-03,45.0,California,Shooting Guard and Small Forward,Right,,13,2000.0,1.0,23.0,Utah Jazz,s/stevede01.html
4587,Dennis Stewart,1970-71,1970-71,198.0,99.0,1947-04-11,79.0,Pennsylvania,Forward,Right,Michigan,1,1969.0,4.0,1.0,Phoenix Suns,s/stewade01.html
4588,Isaiah Stewart,2020-21,2025-26,203.0,113.0,2001-05-22,25.0,New York,Center and Power Forward,Right,Washington,6,2020.0,1.0,16.0,Portland Trail Blazers,s/stewais01.html
4589,Kebu Stewart,1997-98,1997-98,203.0,108.0,1973-12-19,52.0,New York,Power Forward,Right,UNLV,1,1997.0,2.0,7.0,Philadelphia 76ers,s/stewake01.html
4590,Larry Stewart,1991-92,1996-97,203.0,99.0,1968-09-21,57.0,Pennsylvania,Small Forward and Power Forward,Right,Coppin State University,5,,,,,s/stewala01.html
4591,Michael Stewart,1997-98,2004-05,208.0,104.0,1975-04-25,51.0,France,Center and Power Forward,Right,California,8,,,,,s/stewami01.html
4592,Norm Stewart,1956-57,1956-57,196.0,92.0,1935-01-20,91.0,Missouri,Forward,Right,Missouri,1,1956.0,5.0,2.0,St. Louis Hawks,s/stewano01.html
4593,Greg Stiemsma,2011-12,2014-15,211.0,117.0,1985-09-26,40.0,Wisconsin,Center,Right,Wisconsin,4,,,,,s/stiemgr01.html
4594,Steve Stipanovich,1983-84,1987-88,211.0,111.0,1960-11-17,65.0,Missouri,Center,Right,Missouri,5,1983.0,1.0,2.0,Indiana Pacers,s/stipast01.html
4595,Bryant Stith,1992-93,2001-02,196.0,94.0,1970-12-10,55.0,Virginia,Shooting Guard,Right,Virginia,10,1992.0,1.0,13.0,Denver Nuggets,s/stithbr01.html
4596,Sam Stith,1961-62,1961-62,188.0,83.0,1937-07-22,88.0,Virginia,Shooting Guard,Right,St. Bonaventure,1,1960.0,8.0,1.0,Cincinnati Royals,s/stithsa01.html
4597,Tom Stith,1962-63,1962-63,196.0,95.0,1939-01-21,87.0,Virginia,Small Forward,Right,St. Bonaventure,1,1961.0,1.0,2.0,New York Knicks,s/stithto01.html
4598,Alex Stivrins,1985-86,1992-93,203.0,99.0,1962-11-29,63.0,Nebraska,Small Forward and Power Forward,Right,Creighton,2,1985.0,4.0,5.0,Seattle SuperSonics,s/stivral01.html
4599,David Stockton,2014-15,2017-18,180.0,74.0,1991-06-24,35.0,Washington,Point Guard,Right,Gonzaga,2,,,,,s/stockda01.html
4600,John Stockton,1984-85,2002-03,185.0,77.0,1962-03-26,64.0,Washington,Point Guard,Right,Gonzaga,19,1984.0,1.0,16.0,Utah Jazz,s/stockjo01.html
4601,Peja Stojaković,1998-99,2010-11,208.0,103.0,1977-06-09,49.0,Croatia,Small Forward,Right,,13,1996.0,1.0,14.0,Sacramento Kings,s/stojape01.html
4602,Ed Stokes,1997-98,1997-98,213.0,119.0,1971-09-03,54.0,New York,Center,Right,Arizona,1,1993.0,2.0,8.0,Miami Heat,s/stokeed01.html
4603,Greg Stokes,1985-86,1989-90,208.0,99.0,1963-08-05,62.0,Connecticut,Power Forward,Right,Iowa,2,1985.0,2.0,9.0,Philadelphia 76ers,s/stokegr01.html
4604,Jarnell Stokes,2014-15,2016-17,206.0,115.0,1994-01-07,32.0,Tennessee,Center and Power Forward,Right,Tennessee,3,2014.0,2.0,5.0,Utah Jazz,s/stokeja01.html
4605,Maurice Stokes,1955-56,1957-58,201.0,105.0,1933-06-17,93.0,Pennsylvania,Power Forward and Center,Right,Saint Francis University,3,1955.0,1.0,2.0,Rochester Royals,s/stokema01.html
4608,Diamond Stone,2016-17,2016-17,211.0,115.0,1997-02-10,29.0,Wisconsin,Center,Right,Maryland,1,2016.0,2.0,10.0,New Orleans Pelicans,s/stonedi01.html
4610,Julyan Stone,2011-12,2017-18,198.0,90.0,1988-12-07,37.0,Virginia,Shooting Guard and Point Guard,Right,Texas-El Paso,4,,,,,s/stoneju01.html
4611,Awvee Storey,2004-05,2007-08,198.0,100.0,1977-04-18,49.0,Illinois,Shooting Guard and Small Forward,Right,Illinois,3,,,,,s/storeaw01.html
4612,Damon Stoudamire,1995-96,2007-08,178.0,77.0,1973-09-03,52.0,Oregon,Point Guard,Left,Arizona,13,1995.0,1.0,7.0,Toronto Raptors,s/stoudda01.html
4613,Salim Stoudamire,2005-06,2007-08,185.0,81.0,1982-10-11,43.0,Oregon,Shooting Guard and Point Guard,Left,Arizona,3,2005.0,2.0,1.0,Atlanta Hawks,s/stoudsa01.html
4614,Amar'e Stoudemire,2002-03,2015-16,208.0,111.0,1982-11-16,43.0,Florida,Power Forward and Center,Right,,14,2002.0,1.0,9.0,Phoenix Suns,s/stoudam01.html
4615,Paul Stovall,1972-73,1972-73,193.0,97.0,1948-08-16,77.0,California,Small Forward,Right,Pratt Community College,1,1972.0,2.0,9.0,Los Angeles Lakers,s/stovapa01.html
4616,D.J. Strawberry,2007-08,2007-08,196.0,91.0,1985-06-15,41.0,New York,Shooting Guard,Right,Maryland,1,2007.0,2.0,29.0,Phoenix Suns,s/strawdj01.html
4617,Joe Strawder,1965-66,1967-68,208.0,106.0,1940-09-21,85.0,Florida,Center,Right,Bradley,3,1964.0,4.0,9.0,Boston Celtics,s/strawjo01.html
4618,Julian Strawther,2023-24,2025-26,198.0,92.0,2002-04-18,24.0,Nevada,Shooting Guard and Small Forward,Right,Gonzaga,3,2023.0,1.0,29.0,Indiana Pacers,s/strawju01.html
4619,Bill Stricker,1970-71,1970-71,206.0,95.0,1948-01-22,78.0,California,Forward,Right,University of the Pacific,1,1970.0,4.0,3.0,Baltimore Bullets,s/stricbi01.html
4620,Erick Strickland,1996-97,2004-05,190.0,95.0,1973-11-25,52.0,Alabama,Shooting Guard and Point Guard,Left,Nebraska,9,,,,,s/stricer01.html
4621,Mark Strickland,1994-95,2002-03,206.0,95.0,1970-07-14,56.0,Georgia,Small Forward and Power Forward,Right,Temple,8,,,,,s/stricma01.html
4622,Rod Strickland,1988-89,2004-05,190.0,79.0,1966-07-11,60.0,New York,Point Guard and Shooting Guard,Right,DePaul,17,1988.0,1.0,19.0,New York Knicks,s/stricro02.html
4623,Roger Strickland,1963-64,1963-64,196.0,90.0,1940-09-04,85.0,Florida,Forward,Right,Jacksonville University,1,1962.0,4.0,9.0,Boston Celtics,s/stricro01.html
4624,John Stroeder,1987-88,1988-89,208.0,117.0,1958-07-24,67.0,Washington,Power Forward,Right,Montana,2,1980.0,8.0,8.0,Portland Trail Blazers,s/stroejo01.html
4625,Derek Strong,1991-92,2000-01,203.0,99.0,1968-02-09,58.0,California,Power Forward,Right,Xavier,10,1990.0,2.0,20.0,Philadelphia 76ers,s/stronde01.html
4626,Lamont Strothers,1991-92,1992-93,193.0,86.0,1968-05-10,58.0,Virginia,Shooting Guard,Right,Christopher Newport University,2,1991.0,2.0,16.0,Golden State Warriors,s/strotla01.html
4627,John Stroud,1980-81,1980-81,201.0,97.0,1957-10-29,68.0,Mississippi,Small Forward,Right,Ole Miss,1,1980.0,2.0,4.0,Houston Rockets,s/stroujo01.html
4629,Max Strus,2019-20,2025-26,196.0,97.0,1996-03-28,30.0,Illinois,Small Forward,Right,Lewis (IL),7,,,,,s/strusma01.html
4630,Rodney Stuckey,2007-08,2016-17,196.0,95.0,1986-04-21,40.0,Washington,Point Guard and Shooting Guard,Right,Eastern Washington,10,2007.0,1.0,15.0,Detroit Pistons,s/stuckro01.html
4631,Gene Stump,1949-50,1949-50,188.0,83.0,1925-08-09,100.0,Illinois,Forward/Guard,Right,DePaul,1,1947.0,3.0,,Boston Celtics,s/stumpge01.html
4633,Jalen Suggs,2021-22,2025-26,196.0,92.0,2001-06-03,25.0,Minnesota,Point Guard and Shooting Guard,Right,Gonzaga,5,2021.0,1.0,5.0,Orlando Magic,s/suggsja01.html
4634,Gary Suiter,1970-71,1970-71,206.0,102.0,1945-01-18,81.0,Nebraska,Center/Forward,Right,Midwestern State University,1,,,,,s/suitega01.html
4635,Jared Sullinger,2012-13,2016-17,206.0,117.0,1992-03-04,34.0,Ohio,Power Forward,Right,Ohio State,5,2012.0,1.0,21.0,Boston Celtics,s/sullija01.html
4636,DaJuan Summers,2009-10,2012-13,203.0,104.0,1988-01-24,38.0,Maryland,Small Forward and Power Forward,Right,Georgetown,4,2009.0,2.0,5.0,Detroit Pistons,s/summeda01.html
4637,Edmond Sumner,2017-18,2022-23,193.0,86.0,1995-12-31,30.0,Michigan,Shooting Guard and Point Guard,Right,Xavier,5,2017.0,2.0,22.0,New Orleans Pelicans,s/sumneed01.html
4638,Barry Sumpter,1988-89,1988-89,211.0,97.0,1965-11-11,60.0,Illinois,Power Forward,Right,Louisville,1,1988.0,3.0,6.0,San Antonio Spurs,s/sumptba01.html
4639,Don Sunderlage,1953-54,1954-55,185.0,81.0,1929-12-20,96.0,Illinois,Shooting Guard,Right,Illinois,2,1951.0,1.0,9.0,Philadelphia Warriors,s/sundedo01.html
4640,Bruno Šundov,1998-99,2004-05,218.0,99.0,1980-02-10,46.0,Croatia,Center,Right,,7,1998.0,2.0,6.0,Dallas Mavericks,s/sundobr01.html
4641,Jon Sundvold,1983-84,1991-92,188.0,77.0,1961-07-02,65.0,South Dakota,Point Guard and Shooting Guard,Right,Missouri,9,1983.0,1.0,16.0,Seattle SuperSonics,s/sundvjo01.html
4642,Bob Sura,1995-96,2004-05,196.0,90.0,1973-03-25,53.0,Pennsylvania,Shooting Guard and Point Guard,Right,Florida State,10,1995.0,1.0,17.0,Cleveland Cavaliers,s/surabo01.html
4643,Dick Surhoff,1952-53,1953-54,193.0,95.0,1929-11-16,96.0,New Jersey,Power Forward and Small Forward,Right,Long Island University,2,1952.0,6.0,,New York Knicks,s/surhodi01.html
4645,Dane Suttle,1983-84,1984-85,190.0,86.0,1961-08-09,64.0,California,Shooting Guard,Right,Pepperdine,2,1983.0,7.0,13.0,Kansas City Kings,s/suttlda01.html
4646,Greg Sutton,1991-92,1995-96,188.0,77.0,1967-12-03,58.0,California,Point Guard,Right,Oral Roberts,3,1991.0,2.0,22.0,San Antonio Spurs,s/suttogr01.html
4648,Bennie Swain,1958-59,1958-59,203.0,99.0,1933-12-16,92.0,Alabama,Power Forward,Right,Texas Southern,1,1958.0,1.0,8.0,Boston Celtics,s/swainbe01.html
4649,Caleb Swanigan,2017-18,2019-20,206.0,117.0,1997-04-18,29.0,Indiana,Power Forward and Center,Right,Purdue,3,2017.0,1.0,26.0,Portland Trail Blazers,s/swanica01.html
4650,Norm Swanson,1953-54,1953-54,198.0,95.0,1930-10-04,95.0,Illinois,Small Forward,Right,Detroit Mercy,1,1953.0,2.0,5.0,Rochester Royals,s/swansno01.html
4651,Dan Swartz,1962-63,1962-63,193.0,97.0,1934-12-23,91.0,Kentucky,Small Forward,Right,Morehead State University,1,1956.0,4.0,6.0,Boston Celtics,s/swartda01.html
4652,Mike Sweetney,2003-04,2006-07,203.0,124.0,1982-10-25,43.0,Maryland,Center and Power Forward,Right,Georgetown,4,2003.0,1.0,9.0,New York Knicks,s/sweetmi01.html
4653,Cole Swider,2022-23,2024-25,208.0,99.0,1999-05-08,27.0,Rhode Island,Small Forward,Right,Villanova,3,,,,,s/swideco01.html
4654,Robert Swift,2004-05,2008-09,213.0,111.0,1985-12-03,40.0,California,Center,Right,,4,2004.0,1.0,12.0,Seattle SuperSonics,s/swiftro01.html
4656,Stromile Swift,2000-01,2008-09,206.0,102.0,1979-11-21,46.0,Louisiana,Power Forward and Center,Right,LSU,9,2000.0,1.0,2.0,Vancouver Grizzlies,s/swiftst01.html
4657,Aaron Swinson,1994-95,1994-95,196.0,104.0,1971-01-09,55.0,Georgia,Small Forward,Right,Auburn,1,,,,,s/swinsaa01.html
4658,Craig Sword,2021-22,2021-22,190.0,88.0,1994-01-16,32.0,Alabama,Shooting Guard,Right,Mississippi State,1,,,,,s/swordcr01.html
4659,Pape Sy,2010-11,2010-11,201.0,102.0,1988-04-05,38.0,France,Small Forward,Right,,1,2010.0,2.0,23.0,Atlanta Hawks,s/sypa01.html
4661,Keifer Sykes,2021-22,2021-22,180.0,75.0,1993-12-30,32.0,Illinois,Point Guard,Right,Green Bay,1,,,,,s/sykeske01.html
4662,Larry Sykes,1995-96,1995-96,206.0,115.0,1973-04-11,53.0,Ohio,Power Forward,Right,Xavier,1,,,,,s/sykesla01.html
4663,Brett Szabo,1996-97,1996-97,211.0,104.0,1968-02-01,58.0,Iowa,Center,Right,Augustana College (SD),1,,,,,s/szabobr01.html
4664,Wally Szczerbiak,1999-00,2008-09,201.0,110.0,1977-03-05,49.0,Spain,Small Forward,Right,Miami University,10,1999.0,1.0,6.0,Minnesota Timberwolves,s/szczewa02.html
4666,Žan Tabak,1994-95,2000-01,213.0,111.0,1970-06-15,56.0,Croatia,Center,Right,,6,1991.0,2.0,24.0,Houston Rockets,t/tabakza01.html
4667,Yuta Tabuse,2004-05,2004-05,175.0,74.0,1980-10-05,45.0,Japan,Point Guard,Right,Brigham Young University Hawaii,1,,,,,t/tabusyu01.html
